조사분기,표본구분,광역상권,상권명,시군구코드,용도지역1명,용도지역2명,용도지구1명,용도지구2명,이용현황_지상층수,이용현황_지하층수,사용승인일자,건물구조명,건물주용도,건폐율,용적률,지하철역출구,버스정류장,도로접면명,옥내주차장 유무명,옥외주차장 유무명,승객용 승강기,대지면적,건축연면적,전용면적,공용면적,전용률,현재임대계약면적,공실면적,비임대면적,특이면적,특이면적외 기타면적,지목명,토지대장상 토지면적,전환률,조사층,임차인사용현황구분,임차인업종대분류,임차인업종소분류,전용면적(호),공용면적(호),임차인별면적합계,제1월계약임대료_보증금,제1월계약임대료_월세,제1월계약임대료_㎡당환산임대료,제1월시장임대료_보증금,제1월시장임대료_월세,제1월시장임대료_㎡당환산임대료,제1월관리비총액,제1월관리비실비총액,제1월공실,제2월계약임대료_보증금,제2월계약임대료_월세,제2월계약임대료_㎡당환산임대료,제2월시장임대료_보증금,제2월시장임대료_월세,제2월시장임대료_㎡당환산임대료,제2월관리비총액,제2월관리비실비총액,제2월공실,제3월계약임대료_보증금,제3월계약임대료_월세,제3월계약임대료_㎡당환산임대료,제3월시장임대료_보증금,제3월시장임대료_월세,제3월시장임대료_㎡당환산임대료,제3월관리비총액,제3월관리비실비총액,제3월공실,현계약개시일,현계약기간,최초계약개시일,최종조사산정액_토지면적 ㎡단가,최종조사산정액_연면적 ㎡당단가,기타수입_연면적 ㎡당 단가,영업경비_연면적 ㎡당 단가
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,51,04,6,1,360,350,10,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,1,1,I,561,2,1,2,6,6,11,6,6,71400,1,1,0,6,6,11,6,6,71400,1,1,0,6,6,11,6,6,71400,1,1,0,2025,3,10,16670000,30120000,1,4
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,51,03,1,1,340,210,10,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,1,1,I,562,2,1,2,6,6,10,6,6,55200,1,1,0,6,6,10,6,6,55200,1,1,0,6,6,10,6,6,55200,1,1,0,2023,4,4,15790000,22820000,1,4
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,51,04,5,1,200,200,11,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,1,1,I,561,2,1,2,6,5,10,6,6,55800,1,1,0,6,5,10,6,6,55800,1,1,0,6,5,10,6,6,55800,1,1,0,2023,3,8,17260000,37310000,1,4
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,51,04,7,1,130,130,8,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,1,1,I,561,2,1,2,6,5,10,6,5,52500,1,1,0,6,5,10,6,5,52500,1,1,0,6,5,10,6,5,52500,1,1,0,2024,3,9,20710000,32400000,1,4
202503,6,1.도심,종로,11110,22,0,999,0,1,0,3,51,04,1,1,208,208,9,0,0,0,2,2,4,1,10,2,1,1,1,1,8,2,3,1,1,I,561,4,1,4,7,6,9,7,6,32100,1,1,0,7,6,9,7,6,32100,1,1,0,7,6,9,7,6,32100,1,1,0,2025,3,10,19620000,29630000,1,4
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,51,04,1,1,204,없음,10,0,0,0,2,1,3,1,10,1,1,1,1,1,8,2,3,1,1,I,561,3,1,3,7,6,9,7,6,45900,1,1,0,7,6,9,7,6,45900,1,1,0,7,6,9,7,6,45900,1,1,0,2024,3,9,16200000,27690000,1,4
202503,6,1.도심,종로,11110,22,0,999,0,1,0,3,51,04,6,1,200,100,8,0,0,0,2,1,3,1,10,1,1,1,1,1,8,2,3,1,1,I,561,3,1,3,7,6,9,7,6,36900,1,1,0,7,6,9,7,6,36900,1,1,0,7,6,9,7,6,36900,1,1,0,2025,4,8,18930000,33310000,1,4
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,51,04,1,1,185,185,8,0,0,0,2,2,3,1,9,2,1,1,1,1,8,2,3,1,1,I,561,3,1,4,7,6,10,7,7,59600,1,1,0,7,6,10,7,7,59600,1,1,0,7,6,10,7,7,59600,1,1,0,2025,5,7,19630000,28540000,1,4
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,51,04,1,1,45,47,10,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,1,1,I,561,2,1,2,6,5,9,6,5,41300,1,1,0,6,5,9,6,5,41300,1,1,0,6,5,9,6,5,41300,1,1,0,2024,3,10,17950000,29540000,1,4
202503,6,1.도심,종로,11110,22,0,0,0,1,0,3,51,03,1,1,40,40,10,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,1,1,I,562,2,1,2,6,6,9,6,6,48700,1,1,0,6,6,9,6,6,48700,1,1,0,6,6,9,6,6,48700,1,1,0,2024,3,8,17620000,22690000,1,4
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,51,04,1,1,192,없음,10,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,1,1,I,561,2,1,2,6,5,9,6,5,41100,1,1,0,6,5,9,6,5,41100,1,1,0,6,5,9,6,5,41100,1,1,0,2023,3,8,17590000,34060000,1,4
202503,6,1.도심,광화문,11110,22,0,0,0,1,0,1,51,04,8,1,없음,300,11,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,1,1,I,562,2,1,2,6,5,9,6,5,44200,1,1,0,6,5,9,6,5,44200,1,1,0,6,5,9,6,5,44200,1,1,0,2023,3,9,13060000,17480000,1,3
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,11,04,1,1,320,50,8,0,0,0,2,2,4,1,10,2,1,1,1,1,8,2,3,1,1,I,561,4,1,4,8,7,11,8,8,72200,1,1,0,8,7,11,8,8,72200,1,1,0,8,7,11,8,8,72200,1,1,0,2023,3,6,26860000,24550000,1,3
202503,6,1.도심,종로,11110,22,0,999,0,1,0,1,11,04,1,1,320,50,8,0,0,0,2,2,4,1,10,2,1,1,1,1,8,2,3,2,1,I,561,3,1,4,6,6,9,6,6,38000,1,1,0,6,6,9,6,6,38000,1,1,0,6,6,9,6,6,38000,1,1,0,2023,3,6,26860000,24550000,1,3
202503,6,1.도심,종로,11110,22,0,0,0,1,0,7,21,03,6,2,500,없음,8,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,1,1,G,478,1,1,1,6,5,10,6,6,68700,1,1,0,6,5,10,6,6,68700,1,1,0,6,5,10,6,6,68700,1,1,0,2024,3,9,19100000,18050000,1,3
202503,6,1.도심,종로,11110,22,0,0,0,1,0,7,21,03,6,2,500,없음,8,0,0,0,1,1,2,1,10,1,1,1,1,1,8,1,3,2,1,G,478,1,1,1,4,4,9,4,4,32800,1,1,0,4,4,9,4,4,32800,1,1,0,4,4,9,4,4,32800,1,1,0,2024,3,9,19100000,18050000,1,3
202503,6,1.도심,종로,11110,22,0,0,0,1,0,1,51,03,9,1,150,290,11,0,0,0,1,1,1,1,10,1,1,1,1,1,8,1,3,1,1,C,331,1,1,1,3,3,9,3,3,35100,1,1,0,3,3,9,3,3,35100,1,1,0,3,3,9,3,3,35100,1,1,0,2025,3,9,11880000,14480000,1,3
